node_id,subject,source_id,link,question_images,solution_images,has_solution_text,match_reason
OS_2023_001,操作系统,HOS_0049,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2023_001,1,1,yes,当前详情卡/资产目录重建索引
OS_2023_002,操作系统,HOS_0063,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2023_002,1,2,yes,当前详情卡/资产目录重建索引
OS_2023_003,操作系统,HOS_0140,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2023_003,1,1,yes,当前详情卡/资产目录重建索引；2026-07-03 已从本地 2011 解析 PDF 恢复独立解析图；正式年份/ID 迁移待确认
OS_2023_004,操作系统,EXAM408-2023-Q31,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2023_004,1,1,yes,BATCH-006 visual exact / canonical EXAM408-2023-Q31；旧定位别名 章节定位 55
OS_2023_005,操作系统,EXAM408-2023-Q25,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2023_005,1,1,yes,BATCH-006 visual exact / canonical EXAM408-2023-Q25；旧定位别名 章节定位 16
OS_2024_001,操作系统,HOS_0141,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2024_001,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_001,操作系统,HOS_0001,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_001,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_002,操作系统,HOS_0002,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_002,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_003,操作系统,HOS_0003,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_003,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_004,操作系统,HOS_0004,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_004,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_005,操作系统,HOS_0005,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_005,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_006,操作系统,HOS_0006,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_006,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_007,操作系统,HOS_0007,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_007,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_008,操作系统,HOS_0008,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_008,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_009,操作系统,HOS_0009,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_009,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_010,操作系统,HOS_0010,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_010,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_011,操作系统,HOS_0011,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_011,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_012,操作系统,HOS_0012,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_012,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_013,操作系统,HOS_0013,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_013,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_014,操作系统,HOS_0014,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_014,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_015,操作系统,HOS_0020,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_015,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_016,操作系统,HOS_0021,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_016,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_017,操作系统,HOS_0022,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_017,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_018,操作系统,HOS_0023,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_018,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_019,操作系统,HOS_0024,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_019,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_020,操作系统,HOS_0025,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_020,1,1,no,当前详情卡/资产目录重建索引
OS_UNK_021,操作系统,HOS_0026,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_021,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_022,操作系统,HOS_0027,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_022,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_023,操作系统,HOS_0028,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_023,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_024,操作系统,HOS_0029,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_024,1,1,yes,当前详情卡/资产目录重建索引；2026-07-03 已补本地书源原扫描题图和独立解析图
OS_UNK_025,操作系统,HOS_0030,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_025,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_026,操作系统,HOS_0031,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_026,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_027,操作系统,HOS_0032,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_027,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_028,操作系统,HOS_0033,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_028,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_029,操作系统,HOS_0037,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_029,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_030,操作系统,HOS_0038,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_030,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_031,操作系统,HOS_0039,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_031,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_032,操作系统,HOS_0041,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_032,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_033,操作系统,HOS_0042,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_033,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_034,操作系统,HOS_0043,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_034,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_035,操作系统,HOS_0044,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_035,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_036,操作系统,HOS_0045,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_036,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_037,操作系统,HOS_0046,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_037,1,1,yes,当前详情卡/资产目录重建索引；2026-07-03 已补本地书源原扫描题图和独立解析图
OS_UNK_038,操作系统,HOS_0050,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_038,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_039,操作系统,HOS_0053,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_039,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_040,操作系统,HOS_0054,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_040,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_041,操作系统,HOS_0056,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_041,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_042,操作系统,HOS_0057,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_042,1,1,yes,当前详情卡/资产目录重建索引；2026-07-03 已补本地书源原扫描题图和独立解析图
OS_UNK_043,操作系统,HOS_0058,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_043,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_044,操作系统,HOS_0059,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_044,1,1,yes,当前详情卡/资产目录重建索引；2026-07-03 已补本地王道 OS 书源原扫描题图和独立解析图
OS_UNK_045,操作系统,HOS_0060,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_045,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_046,操作系统,HOS_0061,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_046,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_047,操作系统,HOS_0062,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_047,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_048,操作系统,HOS_0064,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_048,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_049,操作系统,HOS_0065,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_049,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_050,操作系统,HOS_0066,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_050,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_051,操作系统,HOS_0067,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_051,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_052,操作系统,HOS_0068,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_052,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_053,操作系统,HOS_0069,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_053,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_054,操作系统,HOS_0070,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_054,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_055,操作系统,HOS_0071,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_055,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_056,操作系统,HOS_0072,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_056,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_057,操作系统,HOS_0073,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_057,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_058,操作系统,HOS_0074,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_058,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_059,操作系统,HOS_0075,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_059,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_060,操作系统,HOS_0076,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_060,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_061,操作系统,HOS_0077,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_061,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_062,操作系统,HOS_0078,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_062,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_063,操作系统,HOS_0081,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_063,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_064,操作系统,HOS_0082,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_064,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_065,操作系统,HOS_0083,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_065,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_066,操作系统,HOS_0084,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_066,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_067,操作系统,HOS_0085,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_067,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_068,操作系统,HOS_0086,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_068,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_069,操作系统,HOS_0087,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_069,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_070,操作系统,HOS_0088,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_070,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_071,操作系统,HOS_0089,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_071,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_072,操作系统,HOS_0090,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_072,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_073,操作系统,HOS_0091,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_073,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_074,操作系统,HOS_0092,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_074,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_075,操作系统,HOS_0093,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_075,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_076,操作系统,HOS_0094,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_076,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_077,操作系统,HOS_0095,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_077,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_078,操作系统,HOS_0096,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_078,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_079,操作系统,HOS_0097,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_079,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_080,操作系统,HOS_0098,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_080,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_081,操作系统,HOS_0099,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_081,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_082,操作系统,HOS_0100,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_082,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_083,操作系统,HOS_0101,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_083,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_084,操作系统,HOS_0102,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_084,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_085,操作系统,HOS_0103,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_085,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_086,操作系统,HOS_0104,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_086,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_087,操作系统,HOS_0105,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_087,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_088,操作系统,HOS_0106,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_088,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_089,操作系统,HOS_0107,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_089,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_090,操作系统,HOS_0108,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_090,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_091,操作系统,HOS_0109,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_091,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_092,操作系统,HOS_0110,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_092,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_093,操作系统,HOS_0111,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_093,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_094,操作系统,HOS_0112,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_094,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_095,操作系统,HOS_0113,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_095,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_096,操作系统,HOS_0114,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_096,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_097,操作系统,HOS_0115,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_097,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_098,操作系统,HOS_0116,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_098,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_099,操作系统,HOS_0117,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_099,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_100,操作系统,HOS_0118,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_100,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_101,操作系统,HOS_0119,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_101,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_102,操作系统,HOS_0120,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_102,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_103,操作系统,HOS_0121,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_103,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_104,操作系统,HOS_0122,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_104,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_105,操作系统,HOS_0123,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_105,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_106,操作系统,HOS_0124,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_106,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_107,操作系统,HOS_0125,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_107,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_108,操作系统,HOS_0126,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_108,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_109,操作系统,HOS_0127,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_109,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_110,操作系统,HOS_0128,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_110,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_111,操作系统,HOS_0129,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_111,1,2,yes,当前详情卡/资产目录重建索引
OS_UNK_112,操作系统,HOS_0130,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_112,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_113,操作系统,HOS_0131,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_113,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_114,操作系统,HOS_0132,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_114,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_115,操作系统,HOS_0133,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_115,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_116,操作系统,HOS_0134,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_116,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_117,操作系统,HOS_0135,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_117,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_118,操作系统,HOS_0136,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_118,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_119,操作系统,HOS_0137,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_119,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_120,操作系统,HOS_0138,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_120,1,1,yes,当前详情卡/资产目录重建索引
OS_UNK_121,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_121,1,1,yes,2026-07-04 已补同题原扫描题图与独立解析图；正式并入或保留待确认
OS_UNK_122,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_UNK_122,1,1,yes,本地2009真题PDF恢复原扫描题图和独立解析图；正式来源ID待确认
